2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,cityName-ch,cityName,distance-Wuhan,distance-Xiaogan,distance-Huanggang,distance-Suizhou,distance-Jingzhou
8.0,8.0,18.0,22.0,24.0,46.0,57.0,68.0,86.0,112.0,125.0,148.0,164.0,179.0,190.0,196.0,205.0,213.0,219.0,223.0,228.0,238.0,241.0,长沙,Changsha,285.88945897212926,420.51709838003785,306.72371631670404,390.5721611795573,246.53306369053928
,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,长治,Changzhi,638.0924689695963,478.70116705923823,658.0461560967154,495.72039887183485,653.2090577869244
,,,,,,,,2.0,3.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,阜新,Fuxin,1433.1224426474946,1312.6160052271823,1419.0165872230498,1357.1047749434076,1544.5518103815684
2.0,7.0,10.0,10.0,21.0,23.0,28.0,38.0,47.0,59.0,65.0,79.0,84.0,95.0,105.0,113.0,118.0,125.0,132.0,138.0,142.0,146.0,150.0,阜阳,Fuyang,298.7815080003532,208.6080708680556,285.90654797533927,263.23448610718873,441.58167441648067
,2.0,2.0,3.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,11.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,防城港,Fangchenggang,1151.940434843467,1267.7603749101602,1174.5420949748225,1225.4598164734784,1040.920807438467
3.0,5.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,阳江,Yangjiang,989.0185589933162,1132.5798417195242,995.3425892306182,1102.5366737709007,940.243762130414
,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,阳泉,Yangquan,815.937070974073,658.5994217391633,830.628114622955,680.5047195062376,842.795275797142
,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,阿克苏,Akesu,3266.827186165191,3157.112386074686,3317.6309877338863,3123.821967839529,3107.3188237982067
,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,阿坝,Aba,1209.0016444638345,1152.1986692467906,1263.4818946422888,1103.547853634859,1018.5733867838878
,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,陇南,Longnan,941.4440336500589,857.4437070528871,994.6193412116118,814.3584531938282,770.0846041929548
,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,陵水,Lingshui,1402.3324400790486,1539.2410162720018,1412.5822364740247,1504.8144099333567,1331.9646412244945
,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,随州,Suizhou,159.74187464025573,55.01341513624139,200.7587248138446,0.0,188.10187900161498
1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,雅安,Yaan,1092.6974332843336,1067.0213048339406,1146.4746468608487,1014.0008901794566,893.902502988809
4.0,6.0,8.0,13.0,15.0,17.0,21.0,21.0,21.0,24.0,26.0,32.0,35.0,41.0,44.0,46.0,49.0,53.0,54.0,53.0,53.0,55.0,56.0,青岛,Qingdao,832.2531457918437,750.49582707724,805.1225544624529,803.6006124009718,986.0375518966706
,,,,,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,鞍山,Anshan,1405.0448069734884,1295.8939741743388,1385.876486372076,1343.5461581275667,1531.629496994285
,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,韩城,Hancheng,656.7489442292588,507.8017121381389,694.0563419625591,497.0567530328586,593.8690392391037
3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,韶关,Shaoguan,633.0927242565009,785.1642895953089,632.6840440240074,762.6012708119482,623.6557209835194
,4.0,7.0,7.0,10.0,11.0,14.0,14.0,22.0,27.0,28.0,28.0,30.0,46.0,30.0,31.0,31.0,31.0,32.0,32.0,32.0,34.0,35.0,马鞍山,Maanshan,414.4156910922436,434.8504969835903,366.4252131881283,484.12705572045815,611.338327327162
,2.0,7.0,9.0,10.0,16.0,25.0,30.0,40.0,46.0,58.0,72.0,82.0,98.0,106.0,113.0,116.0,123.0,126.0,128.0,134.0,137.0,138.0,驻马店,Zhumadian,274.1509831337955,118.002556631778,292.9340656666857,152.40084930975874,338.52575100610204
,,,,,1.0,1.0,2.0,4.0,4.0,6.0,9.0,12.0,21.0,29.0,31.0,34.0,34.0,38.0,43.0,44.0,44.0,45.0,鸡西,Jixi,2190.503264008709,2092.256848264494,2165.814019982411,2141.716727657424,2329.259302943341
,,,2.0,2.0,5.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,鹤壁,Hebi,596.8304096729387,442.1190527313457,609.0604067248617,469.6145760589944,643.1066581951131
,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,鹤岗,Hegang,2315.019912028306,2205.7737547962383,2294.6333799980453,2252.767974745656,2440.8561558139218
,,,,1.0,1.0,3.0,4.0,4.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,18.0,18.0,鹰潭,Yingtan,365.55398550098334,507.11203982169945,321.8647514002415,522.3579217532737,519.4422178002326
12.0,64.0,122.0,154.0,213.0,324.0,496.0,573.0,726.0,1002.0,1246.0,1422.0,1645.0,1807.0,1897.0,2041.0,2141.0,2252.0,2332.0,2398.0,2662.0,2791.0,2817.0,黄冈,Huanggang,54.49683381572771,187.88110693565304,0.0,200.7587248138446,252.86579536274132
,,1.0,1.0,4.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,黄山,Huangshan,363.031455890969,437.26748777327316,308.878272706199,476.21307898123615,561.3034133238882
,31.0,31.0,36.0,53.0,86.0,113.0,168.0,209.0,252.0,334.0,405.0,509.0,566.0,635.0,703.0,760.0,805.0,835.0,874.0,911.0,943.0,980.0,黄石,Huangshi,82.95379104698084,221.4669648785232,33.993467063744255,234.58303036429595,274.4557950696656
,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,10.0,13.0,13.0,黑河,Heihe,2450.3106498170946,2324.0638404058395,2437.8526569506535,2365.8259556006756,2551.300652401085
,,,,,,1.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,黔东南,Qiandongnan,756.9414268393715,825.1758547341585,797.7493544913406,773.8398662647552,588.4397952059101
1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,16.0,17.0,17.0,17.0,17.0,黔南,Qiannan,815.0580535061785,882.5096234313633,855.7739212950825,830.9327748201985,645.9816360019925
,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,黔西南,Qianxinan,1104.283511482658,1161.0092092325742,1146.611595275354,1107.8277331809256,927.4745725546522
,,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,20.0,26.0,277.0,27.0,27.0,30.0,32.0,33.0,33.0,36.0,36.0,齐齐哈尔,Qiqihaer,2041.7401032813227,1912.7997729710753,2031.081014568408,1953.7502482288453,2138.622031610971
,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,龙岩,Longyan,654.7999052921213,812.3023694940325,626.0900518135011,812.9893678289061,744.5992124215394
