2019-12-01,2019-12-02,2019-12-03,2019-12-04,2019-12-05,2019-12-06,2019-12-07,2019-12-08,2019-12-09,2019-12-10,2019-12-11,2019-12-12,2019-12-13,2019-12-14,2019-12-15,2019-12-16,2019-12-17,2019-12-18,2019-12-19,2019-12-20,2019-12-21,2019-12-22,2019-12-23,2019-12-24,2019-12-25,2019-12-26,2019-12-27,2019-12-28,2019-12-29,2019-12-30,2019-12-31,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,cityName,cityName-en
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,4.0,7.0,11.0,17.0,18.0,18.0,18.0,19.0,19.0,20.0,20.0,18.0,21.0,19.0,17.0,19.0,24.0,28.0,29.0,30.0,31.0,27.0,28.0,28.0,27.0,23.0,19.0,17.0,14.0,12.0,10.0,6.0,4.0,4.0,0.0,沧州,Cangzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,8.0,9.0,11.0,11.0,11.0,15.0,18.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,19.0,18.0,19.0,20.0,20.0,22.0,21.0,22.0,16.0,19.0,19.0,19.0,河池,Hechi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,河源,Heyuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,5.0,10.0,13.0,18.0,22.0,24.0,29.0,31.0,35.0,37.0,39.0,40.0,36.0,36.0,32.0,31.0,32.0,30.0,31.0,31.0,33.0,33.0,33.0,33.0,33.0,32.0,29.0,29.0,27.0,25.0,25.0,24.0,18.0,17.0,15.0,15.0,泉州,Quanzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,5.0,9.0,10.0,11.0,13.0,17.0,19.0,19.0,19.0,23.0,30.0,31.0,28.0,28.0,28.0,27.0,27.0,27.0,25.0,25.0,22.0,21.0,15.0,13.0,12.0,11.0,10.0,10.0,7.0,4.0,3.0,泰安,Taian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,8.0,9.0,12.0,17.0,17.0,21.0,23.0,25.0,27.0,26.0,26.0,27.0,26.0,26.0,29.0,30.0,22.0,22.0,21.0,21.0,17.0,15.0,15.0,13.0,13.0,12.0,12.0,11.0,8.0,9.0,5.0,0.0,0.0,0.0,泰州,Taizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,11.0,14.0,15.0,16.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,15.0,18.0,18.0,18.0,16.0,14.0,12.0,7.0,4.0,4.0,4.0,4.0,泸州,Luzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,7.0,7.0,12.0,17.0,21.0,24.0,22.0,23.0,23.0,25.0,26.0,25.0,26.0,22.0,22.0,20.0,20.0,19.0,18.0,17.0,16.0,15.0,13.0,11.0,11.0,7.0,5.0,5.0,4.0,0.0,洛阳,Luoyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,7.0,10.0,11.0,14.0,16.0,18.0,19.0,22.0,25.0,29.0,33.0,36.0,38.0,39.0,36.0,37.0,39.0,40.0,37.0,36.0,36.0,36.0,34.0,31.0,30.0,30.0,25.0,25.0,23.0,23.0,23.0,22.0,22.0,22.0,18.0,18.0,济南,Jinan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,5.0,5.0,8.0,8.0,10.0,14.0,17.0,20.0,20.0,29.0,31.0,28.0,30.0,31.0,31.0,32.0,30.0,29.0,31.0,31.0,33.0,32.0,30.0,25.0,23.0,224.0,223.0,226.0,223.0,223.0,215.0,215.0,213.0,213.0,214.0,济宁,Jining
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,济源,Jiyuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,海北藏族自治州,Haibeizangzuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,3.0,6.0,7.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,19.0,20.0,22.0,19.0,24.0,24.0,22.0,22.0,21.0,24.0,21.0,18.0,17.0,17.0,21.0,20.0,19.0,18.0,18.0,8.0,10.0,8.0,8.0,8.0,6.0,海口,Haikou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,6.0,8.0,10.0,12.0,12.0,12.0,14.0,14.0,15.0,14.0,14.0,15.0,16.0,19.0,19.0,22.0,24.0,25.0,25.0,24.0,23.0,23.0,23.0,20.0,16.0,16.0,13.0,13.0,11.0,11.0,8.0,8.0,8.0,淄博,Zibo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,8.0,11.0,14.0,17.0,22.0,22.0,21.0,19.0,18.0,19.0,18.0,19.0,19.0,18.0,16.0,17.0,16.0,14.0,14.0,13.0,12.0,12.0,10.0,7.0,5.0,5.0,5.0,5.0,3.0,淮北,Huaibei
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,7.0,8.0,12.0,10.0,12.0,12.0,18.0,18.0,19.0,18.0,18.0,17.0,17.0,17.0,16.0,17.0,19.0,15.0,15.0,13.0,13.0,12.0,9.0,9.0,9.0,7.0,6.0,6.0,6.0,淮南,Huainan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,7.0,10.0,12.0,12.0,17.0,21.0,25.0,33.0,35.0,35.0,38.0,39.0,41.0,40.0,41.0,45.0,45.0,49.0,40.0,37.0,38.0,34.0,32.0,32.0,29.0,26.0,20.0,20.0,16.0,16.0,11.0,11.0,9.0,淮安,Huaian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,14.0,15.0,13.0,18.0,25.0,34.0,47.0,61.0,84.0,108.0,170.0,196.0,226.0,269.0,289.0,314.0,334.0,308.0,315.0,320.0,313.0,309.0,304.0,297.0,296.0,291.0,283.0,261.0,251.0,232.0,215.0,192.0,189.0,177.0,165.0,152.0,152.0,133.0,133.0,115.0,106.0,深圳,Shenzhen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,10.0,10.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,清远,Qingyuan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,9.0,17.0,31.0,59.0,111.0,169.0,220.0,169.0,255.0,276.0,323.0,336.0,368.0,385.0,372.0,368.0,370.0,365.0,372.0,361.0,350.0,337.0,330.0,320.0,309.0,296.0,276.0,258.0,235.0,223.0,211.0,197.0,186.0,149.0,119.0,98.0,71.0,56.0,温州,Wenzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,11.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,渭南,Weinan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,5.0,5.0,6.0,5.0,6.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,湖州,Huzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,4.0,6.0,8.0,9.0,10.0,13.0,16.0,16.0,18.0,19.0,19.0,18.0,18.0,18.0,17.0,20.0,21.0,21.0,20.0,22.0,21.0,21.0,20.0,19.0,18.0,18.0,18.0,17.0,15.0,11.0,10.0,7.0,7.0,3.0,3.0,2.0,湘潭,Xiangtan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,湘西土家族苗族自治州,Xiangxitujiazumiaozuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,4.0,5.0,5.0,7.0,9.0,11.0,13.0,14.0,14.0,15.0,18.0,19.0,19.0,16.0,14.0,15.0,14.0,12.0,12.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,湛江,Zhanjiang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,滁州,Chuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,滑县,Huaxian
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,6.0,7.0,9.0,9.0,10.0,10.0,11.0,11.0,9.0,8.0,8.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,滨州,Binzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,9.0,9.0,11.0,13.0,14.0,16.0,20.0,23.0,24.0,26.0,26.0,25.0,25.0,25.0,25.0,26.0,28.0,27.0,24.0,25.0,22.0,22.0,21.0,20.0,14.0,13.0,13.0,13.0,12.0,12.0,10.0,8.0,5.0,5.0,3.0,漯河,Tahe
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,5.0,6.0,7.0,8.0,11.0,12.0,13.0,13.0,15.0,16.0,16.0,15.0,15.0,13.0,13.0,14.0,16.0,15.0,15.0,16.0,16.0,16.0,12.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,漳州,Zhangzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,10.0,13.0,13.0,16.0,21.0,27.0,27.0,31.0,34.0,36.0,37.0,33.0,36.0,35.0,35.0,34.0,34.0,32.0,30.0,29.0,27.0,27.0,22.0,22.0,20.0,20.0,20.0,17.0,15.0,15.0,潍坊,Weifang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,7.0,9.0,11.0,26.0,34.0,34.0,43.0,53.0,63.0,73.0,73.0,77.0,78.0,80.0,84.0,77.0,81.0,88.0,99.0,148.0,158.0,152.0,139.0,129.0,124.0,114.0,105.0,104.0,96.0,93.0,91.0,90.0,82.0,70.0,潜江,Qianjiang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,潮州,Chaozhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,澄迈,Chengmai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,澳门,Aomen
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,7.0,9.0,10.0,10.0,12.0,12.0,12.0,15.0,15.0,13.0,13.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,4.0,4.0,2.0,濮阳,Puyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,8.0,10.0,13.0,18.0,20.0,20.0,22.0,26.0,26.0,29.0,29.0,32.0,33.0,35.0,36.0,38.0,40.0,39.0,34.0,33.0,33.0,34.0,34.0,32.0,30.0,29.0,29.0,28.0,27.0,24.0,21.0,19.0,17.0,17.0,14.0,烟台,Yantai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,7.0,8.0,12.0,15.0,17.0,18.0,17.0,19.0,22.0,23.0,24.0,24.0,23.0,23.0,24.0,22.0,24.0,24.0,23.0,22.0,19.0,16.0,14.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,焦作,Jiaozuo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,13.0,12.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,牡丹江,Mudanjiang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,玉林,Yulin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,5.0,6.0,6.0,7.0,11.0,12.0,12.0,12.0,13.0,13.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,玉溪,Yuxi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,8.0,10.0,10.0,12.0,12.0,14.0,18.0,26.0,38.0,41.0,51.0,64.0,69.0,73.0,73.0,72.0,79.0,79.0,81.0,82.0,66.0,62.0,64.0,61.0,59.0,56.0,55.0,52.0,52.0,48.0,45.0,45.0,43.0,41.0,38.0,36.0,34.0,26.0,22.0,珠海,Zhuhai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,琼中黎族苗族自治,Qiongzhonglizumiaozuzizhi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,琼海,Qionghai
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,甘南藏族自治州,Gannanzangzuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,17.0,17.0,17.0,17.0,21.0,25.0,33.0,34.0,40.0,41.0,47.0,51.0,54.0,57.0,59.0,58.0,57.0,57.0,51.0,51.0,53.0,56.0,55.0,47.0,38.0,甘孜藏族自治州,Ganzizangzuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,白城,Baicheng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,白银,Baiyin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,百色,Baise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,7.0,10.0,14.0,17.0,20.0,24.0,27.0,30.0,34.0,39.0,35.0,37.0,37.0,34.0,31.0,37.0,38.0,36.0,37.0,37.0,34.0,32.0,29.0,28.0,24.0,11.0,8.0,7.0,7.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,益阳,Yiyang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,14.0,13.0,13.0,14.0,14.0,15.0,15.0,15.0,19.0,20.0,18.0,17.0,12.0,10.0,3.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,盐城,Yancheng
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,218.0,250.0,,,,,,,,监狱系统,Jianyuxitong
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,3.0,7.0,5.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,7.0,7.0,7.0,7.0,6.0,6.0,4.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,盘锦,Panjin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,36.0,36.0,36.0,36.0,33.0,33.0,31.0,31.0,31.0,省十里丰监狱,Shengshilifengjianyu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,石嘴山,Shizuishan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,5.0,7.0,9.0,10.0,11.0,11.0,12.0,13.0,16.0,21.0,20.0,22.0,21.0,21.0,21.0,21.0,22.0,24.0,24.0,23.0,20.0,20.0,21.0,17.0,17.0,15.0,15.0,13.0,10.0,8.0,8.0,7.0,7.0,5.0,5.0,2.0,2.0,石家庄,Shijiazhuang
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,石河子,Shihezi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,神农架林区,Shennongjialinqu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,6.0,13.0,18.0,24.0,30.0,32.0,39.0,44.0,47.0,53.0,55.0,56.0,57.0,50.0,49.0,51.0,51.0,51.0,49.0,47.0,48.0,46.0,45.0,43.0,43.0,38.0,35.0,24.0,21.0,17.0,14.0,9.0,5.0,4.0,2.0,1.0,1.0,福州,Fuzhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,秦皇岛,Qinhuangdao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,0.0,红河哈尼族彝族自治州,Honghehanizuyizuzizhizhou
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,19.0,26.0,28.0,27.0,27.0,30.0,31.0,29.0,31.0,30.0,31.0,29.0,28.0,26.0,26.0,25.0,25.0,23.0,22.0,22.0,22.0,22.0,21.0,14.0,12.0,12.0,12.0,11.0,6.0,6.0,6.0,绍兴,Shaoxing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,7.0,7.0,9.0,10.0,11.0,12.0,14.0,20.0,22.0,27.0,37.0,36.0,41.0,31.0,28.0,32.0,36.0,38.0,34.0,35.0,30.0,29.0,26.0,25.0,23.0,17.0,14.0,14.0,14.0,8.0,8.0,8.0,8.0,8.0,8.0,绥化,Suihua
